parent_asin,year_month,feature_name,contribution
B07WVT22CZ,2021-07,history_3m_review_count,15.2
B07WVT22CZ,2021-07,history_12m_review_count,27.5
B07WVT22CZ,2021-07,history_1m_review_count,10.5
B07X7HQQH1,2021-07,history_12m_low_rating_ratio,52.0
B07X7HQQH1,2021-07,history_3m_low_rating_ratio,38.5
B07X7HQQH1,2021-07,history_6m_low_rating_ratio,40.6
B07X7HQQH1,2021-07,low_rating_ratio,41.3
B07X7HQQH1,2021-07,history_3m_vs_6m_low_rating_ratio_delta,36.4
B07X7HQQH1,2021-07,history_3m_vs_12m_low_rating_ratio_delta,16.7
B07X7HQQH1,2021-07,avg_rating,43.3
B07X7HQQH1,2021-07,history_12m_avg_rating,57.3
B07X7HQQH1,2021-07,history_6m_avg_rating,48.8
B07X7HQQH1,2021-07,history_3m_avg_rating,38.9
B07X7HQQH1,2021-07,review_count,79.7
B07X7HQQH1,2021-07,history_3m_review_count,54.0
B07X7HQQH1,2021-07,history_12m_review_count,34.5
B07X7HQQH1,2021-07,history_1m_review_count,90.6
B07XBXZP2H,2021-07,history_12m_low_rating_ratio,54.6
B07XBXZP2H,2021-07,history_3m_low_rating_ratio,56.1
B07XBXZP2H,2021-07,history_6m_low_rating_ratio,48.9
B07XBXZP2H,2021-07,low_rating_ratio,79.9
B07XBXZP2H,2021-07,history_3m_vs_6m_low_rating_ratio_delta,74.9
B07XBXZP2H,2021-07,history_3m_vs_12m_low_rating_ratio_delta,57.8
B07XBXZP2H,2021-07,avg_rating,75.4
B07XBXZP2H,2021-07,history_12m_avg_rating,50.5
B07XBXZP2H,2021-07,history_6m_avg_rating,41.1
B07XBXZP2H,2021-07,history_3m_avg_rating,51.1
B07XBXZP2H,2021-07,review_count,54.1
B07XBXZP2H,2021-07,history_3m_review_count,31.2
B07XBXZP2H,2021-07,history_12m_review_count,48.7
B07XBXZP2H,2021-07,history_1m_review_count,54.0
B07XGRY396,2021-07,history_12m_low_rating_ratio,24.4
B07XGRY396,2021-07,history_3m_low_rating_ratio,42.2
B07XGRY396,2021-07,history_6m_low_rating_ratio,28.6
B07XGRY396,2021-07,low_rating_ratio,36.0
B07XGRY396,2021-07,history_3m_vs_6m_low_rating_ratio_delta,80.8
B07XGRY396,2021-07,history_3m_vs_12m_low_rating_ratio_delta,78.0
B07XGRY396,2021-07,avg_rating,23.9
B07XGRY396,2021-07,history_12m_avg_rating,22.8
B07XGRY396,2021-07,history_6m_avg_rating,26.3
B07XGRY396,2021-07,history_3m_avg_rating,31.9
B07XGRY396,2021-07,review_count,69.0
B07XGRY396,2021-07,history_3m_review_count,97.6
B07XGRY396,2021-07,history_12m_review_count,82.7
B07XGRY396,2021-07,history_1m_review_count,90.6
B07XS8DVPT,2021-07,history_12m_low_rating_ratio,88.3
B07XS8DVPT,2021-07,history_3m_low_rating_ratio,87.8
B07XS8DVPT,2021-07,history_6m_low_rating_ratio,85.3
B07XS8DVPT,2021-07,low_rating_ratio,74.8
B07XS8DVPT,2021-07,history_3m_vs_6m_low_rating_ratio_delta,83.4
B07XS8DVPT,2021-07,history_3m_vs_12m_low_rating_ratio_delta,71.9
B07XS8DVPT,2021-07,avg_rating,74.2
B07XS8DVPT,2021-07,history_12m_avg_rating,87.4
B07XS8DVPT,2021-07,history_6m_avg_rating,85.2
B07XS8DVPT,2021-07,history_3m_avg_rating,87.9
B07XS8DVPT,2021-07,review_count,2.6
B07XS8DVPT,2021-07,history_3m_review_count,13.4
B07XS8DVPT,2021-07,history_12m_review_count,26.8
B07XS8DVPT,2021-07,history_1m_review_count,8.2
B07XSF9JJZ,2021-07,history_12m_low_rating_ratio,11.4
B07XSF9JJZ,2021-07,history_3m_low_rating_ratio,32.3
B07XSF9JJZ,2021-07,history_6m_low_rating_ratio,16.4
B07XSF9JJZ,2021-07,low_rating_ratio,38.4
B07XSF9JJZ,2021-07,history_3m_vs_6m_low_rating_ratio_delta,83.0
B07XSF9JJZ,2021-07,history_3m_vs_12m_low_rating_ratio_delta,80.0
B07XSF9JJZ,2021-07,avg_rating,46.5
B07XSF9JJZ,2021-07,history_12m_avg_rating,6.8
B07XSF9JJZ,2021-07,history_6m_avg_rating,10.6
B07XSF9JJZ,2021-07,history_3m_avg_rating,30.8
B07XSF9JJZ,2021-07,review_count,74.4
B07XSF9JJZ,2021-07,history_3m_review_count,42.2
B07XSF9JJZ,2021-07,history_12m_review_count,44.5
B07XSF9JJZ,2021-07,history_1m_review_count,64.0
B07YCDQ39L,2021-07,history_12m_low_rating_ratio,98.0
B07YCDQ39L,2021-07,history_3m_low_rating_ratio,99.0
B07YCDQ39L,2021-07,history_6m_low_rating_ratio,99.1
B07YCDQ39L,2021-07,low_rating_ratio,44.5
B07YCDQ39L,2021-07,history_3m_vs_6m_low_rating_ratio_delta,76.5
B07YCDQ39L,2021-07,history_3m_vs_12m_low_rating_ratio_delta,98.4
B07YCDQ39L,2021-07,avg_rating,84.4
B07YCDQ39L,2021-07,history_12m_avg_rating,97.7
B07YCDQ39L,2021-07,history_6m_avg_rating,99.0
B07YCDQ39L,2021-07,history_3m_avg_rating,98.9
B07YCDQ39L,2021-07,review_count,84.7
B07YCDQ39L,2021-07,history_3m_review_count,90.1
B07YCDQ39L,2021-07,history_12m_review_count,95.2
B07YCDQ39L,2021-07,history_1m_review_count,58.7
B07YCVVTVV,2021-07,history_12m_low_rating_ratio,56.6
B07YCVVTVV,2021-07,history_3m_low_rating_ratio,52.5
B07YCVVTVV,2021-07,history_6m_low_rating_ratio,62.3
B07YCVVTVV,2021-07,low_rating_ratio,76.3
B07YCVVTVV,2021-07,history_3m_vs_6m_low_rating_ratio_delta,15.8
B07YCVVTVV,2021-07,history_3m_vs_12m_low_rating_ratio_delta,36.6
B07YCVVTVV,2021-07,avg_rating,65.3
B07YCVVTVV,2021-07,history_12m_avg_rating,62.4
B07YCVVTVV,2021-07,history_6m_avg_rating,65.2
B07YCVVTVV,2021-07,history_3m_avg_rating,46.8
B07YCVVTVV,2021-07,review_count,34.8
B07YCVVTVV,2021-07,history_3m_review_count,62.4
B07YCVVTVV,2021-07,history_12m_review_count,79.5
B07YCVVTVV,2021-07,history_1m_review_count,75.4
B07YF9SGBW,2021-07,history_12m_low_rating_ratio,93.5
B07YF9SGBW,2021-07,history_3m_low_rating_ratio,95.2
B07YF9SGBW,2021-07,history_6m_low_rating_ratio,93.0
B07YF9SGBW,2021-07,low_rating_ratio,78.6
B07YF9SGBW,2021-07,history_3m_vs_6m_low_rating_ratio_delta,94.0
B07YF9SGBW,2021-07,history_3m_vs_12m_low_rating_ratio_delta,91.5
B07YF9SGBW,2021-07,avg_rating,75.9
B07YF9SGBW,2021-07,history_12m_avg_rating,91.8
B07YF9SGBW,2021-07,history_6m_avg_rating,91.5
B07YF9SGBW,2021-07,history_3m_avg_rating,94.1
B07YF9SGBW,2021-07,review_count,0.0
B07YF9SGBW,2021-07,history_3m_review_count,0.3
B07YF9SGBW,2021-07,history_12m_review_count,0.3
B07YF9SGBW,2021-07,history_1m_review_count,0.2
B07YFDB6Y6,2021-07,history_12m_low_rating_ratio,91.2
B07YFDB6Y6,2021-07,history_3m_low_rating_ratio,88.9
B07YFDB6Y6,2021-07,history_6m_low_rating_ratio,85.2
B07YFDB6Y6,2021-07,low_rating_ratio,92.4
B07YFDB6Y6,2021-07,history_3m_vs_6m_low_rating_ratio_delta,89.0
B07YFDB6Y6,2021-07,history_3m_vs_12m_low_rating_ratio_delta,58.8
B07YFDB6Y6,2021-07,avg_rating,87.7
B07YFDB6Y6,2021-07,history_12m_avg_rating,87.6
B07YFDB6Y6,2021-07,history_6m_avg_rating,82.0
B07YFDB6Y6,2021-07,history_3m_avg_rating,87.0
B07YFDB6Y6,2021-07,review_count,37.2
B07YFDB6Y6,2021-07,history_3m_review_count,30.6
B07YFDB6Y6,2021-07,history_12m_review_count,40.6
B07YFDB6Y6,2021-07,history_1m_review_count,36.9
B07YHLB84H,2021-07,history_12m_low_rating_ratio,96.5
B07YHLB84H,2021-07,history_3m_low_rating_ratio,96.3
B07YHLB84H,2021-07,history_6m_low_rating_ratio,97.4
B07YHLB84H,2021-07,low_rating_ratio,96.8
B07YHLB84H,2021-07,history_3m_vs_6m_low_rating_ratio_delta,24.7
B07YHLB84H,2021-07,history_3m_vs_12m_low_rating_ratio_delta,84.1
B07YHLB84H,2021-07,avg_rating,96.7
B07YHLB84H,2021-07,history_12m_avg_rating,95.6
B07YHLB84H,2021-07,history_6m_avg_rating,97.0
B07YHLB84H,2021-07,history_3m_avg_rating,96.1
B07YHLB84H,2021-07,review_count,84.7
B07YHLB84H,2021-07,history_3m_review_count,88.3
B07YHLB84H,2021-07,history_12m_review_count,82.0
B07YHLB84H,2021-07,history_1m_review_count,64.0
B07YXRTY6F,2021-07,history_12m_low_rating_ratio,99.0
B07YXRTY6F,2021-07,history_3m_low_rating_ratio,99.1
B07YXRTY6F,2021-07,history_6m_low_rating_ratio,98.7
B07YXRTY6F,2021-07,low_rating_ratio,98.3
B07YXRTY6F,2021-07,history_3m_vs_6m_low_rating_ratio_delta,97.0
B07YXRTY6F,2021-07,history_3m_vs_12m_low_rating_ratio_delta,94.2
B07YXRTY6F,2021-07,avg_rating,97.5
B07YXRTY6F,2021-07,history_12m_avg_rating,98.8
B07YXRTY6F,2021-07,history_6m_avg_rating,98.6
B07YXRTY6F,2021-07,history_3m_avg_rating,99.4
B07YXRTY6F,2021-07,review_count,74.4
B07YXRTY6F,2021-07,history_3m_review_count,58.7
B07YXRTY6F,2021-07,history_12m_review_count,48.2
B07YXRTY6F,2021-07,history_1m_review_count,42.7
B07YXY11SG,2021-07,history_12m_low_rating_ratio,98.4
B07YXY11SG,2021-07,history_3m_low_rating_ratio,96.2
B07YXY11SG,2021-07,history_6m_low_rating_ratio,97.6
B07YXY11SG,2021-07,low_rating_ratio,9.8
B07YXY11SG,2021-07,history_3m_vs_6m_low_rating_ratio_delta,17.9
B07YXY11SG,2021-07,history_3m_vs_12m_low_rating_ratio_delta,20.2
B07YXY11SG,2021-07,avg_rating,22.1
B07YXY11SG,2021-07,history_12m_avg_rating,98.0
B07YXY11SG,2021-07,history_6m_avg_rating,97.3
B07YXY11SG,2021-07,history_3m_avg_rating,94.9
B07YXY11SG,2021-07,review_count,96.0
B07YXY11SG,2021-07,history_3m_review_count,77.7
B07YXY11SG,2021-07,history_12m_review_count,86.0
B07YXY11SG,2021-07,history_1m_review_count,69.7
B07Z39824W,2021-07,history_12m_low_rating_ratio,12.9
B07Z39824W,2021-07,history_3m_low_rating_ratio,14.3
B07Z39824W,2021-07,history_6m_low_rating_ratio,11.1
B07Z39824W,2021-07,low_rating_ratio,9.8
B07Z39824W,2021-07,history_3m_vs_6m_low_rating_ratio_delta,51.9
B07Z39824W,2021-07,history_3m_vs_12m_low_rating_ratio_delta,37.6
B07Z39824W,2021-07,avg_rating,7.7
B07Z39824W,2021-07,history_12m_avg_rating,8.9
B07Z39824W,2021-07,history_6m_avg_rating,6.1
B07Z39824W,2021-07,history_3m_avg_rating,9.7
B07Z39824W,2021-07,review_count,34.8
B07Z39824W,2021-07,history_3m_review_count,35.0
B07Z39824W,2021-07,history_12m_review_count,30.5
B07Z39824W,2021-07,history_1m_review_count,46.0
B07Z6N9275,2021-07,history_12m_low_rating_ratio,9.2
B07Z6N9275,2021-07,history_3m_low_rating_ratio,29.6
B07Z6N9275,2021-07,history_6m_low_rating_ratio,14.3
B07Z6N9275,2021-07,low_rating_ratio,9.8
B07Z6N9275,2021-07,history_3m_vs_6m_low_rating_ratio_delta,82.0
B07Z6N9275,2021-07,history_3m_vs_12m_low_rating_ratio_delta,79.4
B07Z6N9275,2021-07,avg_rating,6.7
B07Z6N9275,2021-07,history_12m_avg_rating,6.7
B07Z6N9275,2021-07,history_6m_avg_rating,10.3
B07Z6N9275,2021-07,history_3m_avg_rating,16.3
B07Z6N9275,2021-07,review_count,69.0
B07Z6N9275,2021-07,history_3m_review_count,55.4
B07Z6N9275,2021-07,history_12m_review_count,45.5
B07Z6N9275,2021-07,history_1m_review_count,39.6
B07ZYGG924,2021-07,history_12m_low_rating_ratio,82.7
B07ZYGG924,2021-07,history_3m_low_rating_ratio,91.0
B07ZYGG924,2021-07,history_6m_low_rating_ratio,87.5
B07ZYGG924,2021-07,low_rating_ratio,86.0
B07ZYGG924,2021-07,history_3m_vs_6m_low_rating_ratio_delta,91.6
B07ZYGG924,2021-07,history_3m_vs_12m_low_rating_ratio_delta,94.4
B07ZYGG924,2021-07,avg_rating,84.4
B07ZYGG924,2021-07,history_12m_avg_rating,80.7
B07ZYGG924,2021-07,history_6m_avg_rating,84.5
B07ZYGG924,2021-07,history_3m_avg_rating,89.7
B07ZYGG924,2021-07,review_count,84.7
B07ZYGG924,2021-07,history_3m_review_count,75.4
B07ZYGG924,2021-07,history_12m_review_count,58.9
B07ZYGG924,2021-07,history_1m_review_count,86.0
B081JBKY7K,2021-07,history_12m_low_rating_ratio,92.4
B081JBKY7K,2021-07,history_3m_low_rating_ratio,92.3
B081JBKY7K,2021-07,history_6m_low_rating_ratio,94.4
B081JBKY7K,2021-07,low_rating_ratio,73.1
B081JBKY7K,2021-07,history_3m_vs_6m_low_rating_ratio_delta,24.5
B081JBKY7K,2021-07,history_3m_vs_12m_low_rating_ratio_delta,78.8
B081JBKY7K,2021-07,avg_rating,77.3
B081JBKY7K,2021-07,history_12m_avg_rating,91.8
B081JBKY7K,2021-07,history_6m_avg_rating,94.4
B081JBKY7K,2021-07,history_3m_avg_rating,92.9
B081JBKY7K,2021-07,review_count,0.5
B081JBKY7K,2021-07,history_3m_review_count,4.0
B081JBKY7K,2021-07,history_12m_review_count,8.1
B081JBKY7K,2021-07,history_1m_review_count,1.3
B081JPST5F,2021-07,history_12m_low_rating_ratio,67.8
B081JPST5F,2021-07,history_3m_low_rating_ratio,62.7
B081JPST5F,2021-07,history_6m_low_rating_ratio,51.9
B081JPST5F,2021-07,low_rating_ratio,79.9
B081JPST5F,2021-07,history_3m_vs_6m_low_rating_ratio_delta,84.0
B081JPST5F,2021-07,history_3m_vs_12m_low_rating_ratio_delta,36.2
B081JPST5F,2021-07,avg_rating,68.5
B081JPST5F,2021-07,history_12m_avg_rating,68.4
B081JPST5F,2021-07,history_6m_avg_rating,50.0
B081JPST5F,2021-07,history_3m_avg_rating,64.4
B081JPST5F,2021-07,review_count,74.4
B081JPST5F,2021-07,history_3m_review_count,54.0
B081JPST5F,2021-07,history_12m_review_count,55.0
B081JPST5F,2021-07,history_1m_review_count,64.0
B081K4Q6KQ,2021-07,history_12m_low_rating_ratio,9.9
B081K4Q6KQ,2021-07,history_3m_low_rating_ratio,10.3
B081K4Q6KQ,2021-07,history_6m_low_rating_ratio,9.7
B081K4Q6KQ,2021-07,low_rating_ratio,20.0
B081K4Q6KQ,2021-07,history_3m_vs_6m_low_rating_ratio_delta,38.9
B081K4Q6KQ,2021-07,history_3m_vs_12m_low_rating_ratio_delta,35.8
B081K4Q6KQ,2021-07,avg_rating,11.1
B081K4Q6KQ,2021-07,history_12m_avg_rating,8.4
B081K4Q6KQ,2021-07,history_6m_avg_rating,8.1
B081K4Q6KQ,2021-07,history_3m_avg_rating,7.2
B081K4Q6KQ,2021-07,review_count,1.5
B081K4Q6KQ,2021-07,history_3m_review_count,1.3
B081K4Q6KQ,2021-07,history_12m_review_count,2.5
B081K4Q6KQ,2021-07,history_1m_review_count,1.4
B081KSD3BK,2021-07,history_12m_low_rating_ratio,83.6
B081KSD3BK,2021-07,history_3m_low_rating_ratio,74.5
B081KSD3BK,2021-07,history_6m_low_rating_ratio,83.5
B081KSD3BK,2021-07,low_rating_ratio,69.9
B081KSD3BK,2021-07,history_3m_vs_6m_low_rating_ratio_delta,9.1
B081KSD3BK,2021-07,history_3m_vs_12m_low_rating_ratio_delta,18.2
B081KSD3BK,2021-07,avg_rating,70.9
B081KSD3BK,2021-07,history_12m_avg_rating,82.9
B081KSD3BK,2021-07,history_6m_avg_rating,83.0
B081KSD3BK,2021-07,history_3m_avg_rating,74.8
B081KSD3BK,2021-07,review_count,1.6
B081KSD3BK,2021-07,history_3m_review_count,0.6
B081KSD3BK,2021-07,history_12m_review_count,0.4
B081KSD3BK,2021-07,history_1m_review_count,1.0
B081TLZFK8,2021-07,history_12m_low_rating_ratio,97.7
B081TLZFK8,2021-07,history_3m_low_rating_ratio,98.3
B081TLZFK8,2021-07,history_6m_low_rating_ratio,97.4
B081TLZFK8,2021-07,low_rating_ratio,95.6
B081TLZFK8,2021-07,history_3m_vs_6m_low_rating_ratio_delta,97.3
B081TLZFK8,2021-07,history_3m_vs_12m_low_rating_ratio_delta,95.9
B081TLZFK8,2021-07,avg_rating,97.6
B081TLZFK8,2021-07,history_12m_avg_rating,97.4
B081TLZFK8,2021-07,history_6m_avg_rating,97.5
B081TLZFK8,2021-07,history_3m_avg_rating,98.6
B081TLZFK8,2021-07,review_count,79.7
B081TLZFK8,2021-07,history_3m_review_count,75.4
B081TLZFK8,2021-07,history_12m_review_count,88.7
B081TLZFK8,2021-07,history_1m_review_count,98.2
B0824W5FWS,2021-07,history_12m_low_rating_ratio,22.6
B0824W5FWS,2021-07,history_3m_low_rating_ratio,12.9
B0824W5FWS,2021-07,history_6m_low_rating_ratio,19.3
B0824W5FWS,2021-07,low_rating_ratio,9.8
B0824W5FWS,2021-07,history_3m_vs_6m_low_rating_ratio_delta,21.8
B0824W5FWS,2021-07,history_3m_vs_12m_low_rating_ratio_delta,18.4
B0824W5FWS,2021-07,avg_rating,8.8
B0824W5FWS,2021-07,history_12m_avg_rating,20.3
B0824W5FWS,2021-07,history_6m_avg_rating,17.3
B0824W5FWS,2021-07,history_3m_avg_rating,9.6
B0824W5FWS,2021-07,review_count,14.9
B0824W5FWS,2021-07,history_3m_review_count,10.7
B0824W5FWS,2021-07,history_12m_review_count,10.1
B0824W5FWS,2021-07,history_1m_review_count,14.1
B0826N5X4Y,2021-07,history_12m_low_rating_ratio,22.1
B0826N5X4Y,2021-07,history_3m_low_rating_ratio,26.5
B0826N5X4Y,2021-07,history_6m_low_rating_ratio,18.7
B0826N5X4Y,2021-07,low_rating_ratio,29.1
B0826N5X4Y,2021-07,history_3m_vs_6m_low_rating_ratio_delta,67.3
B0826N5X4Y,2021-07,history_3m_vs_12m_low_rating_ratio_delta,52.6
B0826N5X4Y,2021-07,avg_rating,18.3
B0826N5X4Y,2021-07,history_12m_avg_rating,14.9
B0826N5X4Y,2021-07,history_6m_avg_rating,9.9
B0826N5X4Y,2021-07,history_3m_avg_rating,15.1
B0826N5X4Y,2021-07,review_count,49.9
B0826N5X4Y,2021-07,history_3m_review_count,32.0
B0826N5X4Y,2021-07,history_12m_review_count,29.7
B0826N5X4Y,2021-07,history_1m_review_count,32.2
B082DQDDBV,2021-07,history_12m_low_rating_ratio,88.5
B082DQDDBV,2021-07,history_3m_low_rating_ratio,91.9
B082DQDDBV,2021-07,history_6m_low_rating_ratio,87.2
B082DQDDBV,2021-07,low_rating_ratio,89.1
B082DQDDBV,2021-07,history_3m_vs_6m_low_rating_ratio_delta,94.6
B082DQDDBV,2021-07,history_3m_vs_12m_low_rating_ratio_delta,90.1
B082DQDDBV,2021-07,avg_rating,88.5
B082DQDDBV,2021-07,history_12m_avg_rating,85.5
B082DQDDBV,2021-07,history_6m_avg_rating,83.4
B082DQDDBV,2021-07,history_3m_avg_rating,88.0
B082DQDDBV,2021-07,review_count,30.6
B082DQDDBV,2021-07,history_3m_review_count,70.7
B082DQDDBV,2021-07,history_12m_review_count,69.8
B082DQDDBV,2021-07,history_1m_review_count,75.4
B082KN5V6G,2021-07,history_12m_low_rating_ratio,81.9
B082KN5V6G,2021-07,history_3m_low_rating_ratio,65.4
B082KN5V6G,2021-07,history_6m_low_rating_ratio,76.2
B082KN5V6G,2021-07,low_rating_ratio,86.9
B082KN5V6G,2021-07,history_3m_vs_6m_low_rating_ratio_delta,10.6
B082KN5V6G,2021-07,history_3m_vs_12m_low_rating_ratio_delta,7.4
B082KN5V6G,2021-07,avg_rating,82.2
B082KN5V6G,2021-07,history_12m_avg_rating,78.0
B082KN5V6G,2021-07,history_6m_avg_rating,71.6
B082KN5V6G,2021-07,history_3m_avg_rating,52.1
B082KN5V6G,2021-07,review_count,69.0
B082KN5V6G,2021-07,history_3m_review_count,84.3
B082KN5V6G,2021-07,history_12m_review_count,84.7
B082KN5V6G,2021-07,history_1m_review_count,80.9
B082QH33W3,2021-07,history_12m_low_rating_ratio,17.8
B082QH33W3,2021-07,history_3m_low_rating_ratio,22.6
B082QH33W3,2021-07,history_6m_low_rating_ratio,24.3
B082QH33W3,2021-07,low_rating_ratio,21.2
B082QH33W3,2021-07,history_3m_vs_6m_low_rating_ratio_delta,34.7
B082QH33W3,2021-07,history_3m_vs_12m_low_rating_ratio_delta,52.8
B082QH33W3,2021-07,avg_rating,13.4
B082QH33W3,2021-07,history_12m_avg_rating,13.2
B082QH33W3,2021-07,history_6m_avg_rating,19.4
B082QH33W3,2021-07,history_3m_avg_rating,15.3
B082QH33W3,2021-07,review_count,17.0
B082QH33W3,2021-07,history_3m_review_count,25.4
B082QH33W3,2021-07,history_12m_review_count,36.9
B082QH33W3,2021-07,history_1m_review_count,32.2
B082SF3X69,2021-07,history_12m_low_rating_ratio,93.8
B082SF3X69,2021-07,history_3m_low_rating_ratio,81.7
B082SF3X69,2021-07,history_6m_low_rating_ratio,95.7
B082SF3X69,2021-07,low_rating_ratio,71.2
B082SF3X69,2021-07,history_3m_vs_6m_low_rating_ratio_delta,0.2
B082SF3X69,2021-07,history_3m_vs_12m_low_rating_ratio_delta,3.6
B082SF3X69,2021-07,avg_rating,52.6
B082SF3X69,2021-07,history_12m_avg_rating,91.0
B082SF3X69,2021-07,history_6m_avg_rating,93.1
B082SF3X69,2021-07,history_3m_avg_rating,79.4
B082SF3X69,2021-07,review_count,58.5
B082SF3X69,2021-07,history_3m_review_count,99.0
B082SF3X69,2021-07,history_12m_review_count,74.6
B082SF3X69,2021-07,history_1m_review_count,90.6
B082Y2T8NR,2021-07,history_12m_low_rating_ratio,79.0
B082Y2T8NR,2021-07,history_3m_low_rating_ratio,44.2
B082Y2T8NR,2021-07,history_6m_low_rating_ratio,73.5
B082Y2T8NR,2021-07,low_rating_ratio,36.0
B082Y2T8NR,2021-07,history_3m_vs_6m_low_rating_ratio_delta,1.4
B082Y2T8NR,2021-07,history_3m_vs_12m_low_rating_ratio_delta,1.5
B082Y2T8NR,2021-07,avg_rating,42.7
B082Y2T8NR,2021-07,history_12m_avg_rating,78.6
B082Y2T8NR,2021-07,history_6m_avg_rating,68.6
B082Y2T8NR,2021-07,history_3m_avg_rating,41.9
B082Y2T8NR,2021-07,review_count,14.3
B082Y2T8NR,2021-07,history_3m_review_count,37.5
B082Y2T8NR,2021-07,history_12m_review_count,75.0
B082Y2T8NR,2021-07,history_1m_review_count,13.6
B0838R8WCF,2021-07,history_12m_low_rating_ratio,29.9
B0838R8WCF,2021-07,history_3m_low_rating_ratio,27.3
B0838R8WCF,2021-07,history_6m_low_rating_ratio,27.6
B0838R8WCF,2021-07,low_rating_ratio,9.8
B0838R8WCF,2021-07,history_3m_vs_6m_low_rating_ratio_delta,38.4
B0838R8WCF,2021-07,history_3m_vs_12m_low_rating_ratio_delta,32.6
B0838R8WCF,2021-07,avg_rating,10.2
B0838R8WCF,2021-07,history_12m_avg_rating,27.9
B0838R8WCF,2021-07,history_6m_avg_rating,23.8
B0838R8WCF,2021-07,history_3m_avg_rating,25.9
B0838R8WCF,2021-07,review_count,19.7
B0838R8WCF,2021-07,history_3m_review_count,33.5
B0838R8WCF,2021-07,history_12m_review_count,30.2
B0838R8WCF,2021-07,history_1m_review_count,42.7
B083BNBSYG,2021-07,history_12m_low_rating_ratio,86.0
B083BNBSYG,2021-07,history_3m_low_rating_ratio,72.1
B083BNBSYG,2021-07,history_6m_low_rating_ratio,84.9
B083BNBSYG,2021-07,low_rating_ratio,76.9
B083BNBSYG,2021-07,history_3m_vs_6m_low_rating_ratio_delta,4.1
B083BNBSYG,2021-07,history_3m_vs_12m_low_rating_ratio_delta,7.7
B083BNBSYG,2021-07,avg_rating,72.6
B083BNBSYG,2021-07,history_12m_avg_rating,84.6
B083BNBSYG,2021-07,history_6m_avg_rating,82.3
B083BNBSYG,2021-07,history_3m_avg_rating,69.9
B083BNBSYG,2021-07,review_count,69.0
B083BNBSYG,2021-07,history_3m_review_count,58.7
B083BNBSYG,2021-07,history_12m_review_count,46.2
B083BNBSYG,2021-07,history_1m_review_count,80.9
B083JNDZNV,2021-07,history_12m_low_rating_ratio,60.8
B083JNDZNV,2021-07,history_3m_low_rating_ratio,55.4
B083JNDZNV,2021-07,history_6m_low_rating_ratio,40.2
B083JNDZNV,2021-07,low_rating_ratio,29.1
B083JNDZNV,2021-07,history_3m_vs_6m_low_rating_ratio_delta,87.0
B083JNDZNV,2021-07,history_3m_vs_12m_low_rating_ratio_delta,34.2
B083JNDZNV,2021-07,avg_rating,27.3
B083JNDZNV,2021-07,history_12m_avg_rating,48.8
B083JNDZNV,2021-07,history_6m_avg_rating,34.0
B083JNDZNV,2021-07,history_3m_avg_rating,52.7
B083JNDZNV,2021-07,review_count,49.9
B083JNDZNV,2021-07,history_3m_review_count,96.2
B083JNDZNV,2021-07,history_12m_review_count,86.9
B083JNDZNV,2021-07,history_1m_review_count,90.6
B083PWDFTS,2021-07,history_12m_low_rating_ratio,67.5
B083PWDFTS,2021-07,history_3m_low_rating_ratio,7.0
B083PWDFTS,2021-07,history_6m_low_rating_ratio,35.3
B083PWDFTS,2021-07,low_rating_ratio,27.4
B083PWDFTS,2021-07,history_3m_vs_6m_low_rating_ratio_delta,2.7
B083PWDFTS,2021-07,history_3m_vs_12m_low_rating_ratio_delta,0.4
B083PWDFTS,2021-07,avg_rating,26.6
B083PWDFTS,2021-07,history_12m_avg_rating,69.0
B083PWDFTS,2021-07,history_6m_avg_rating,35.9
B083PWDFTS,2021-07,history_3m_avg_rating,9.9
B083PWDFTS,2021-07,review_count,4.2
B083PWDFTS,2021-07,history_3m_review_count,23.0
B083PWDFTS,2021-07,history_12m_review_count,42.0
B083PWDFTS,2021-07,history_1m_review_count,5.7
B083PWPVFX,2021-07,history_12m_low_rating_ratio,3.6
B083PWPVFX,2021-07,history_3m_low_rating_ratio,15.1
B083PWPVFX,2021-07,history_6m_low_rating_ratio,8.9
B083PWPVFX,2021-07,low_rating_ratio,75.5
B083PWPVFX,2021-07,history_3m_vs_6m_low_rating_ratio_delta,61.5
B083PWPVFX,2021-07,history_3m_vs_12m_low_rating_ratio_delta,68.2
B083PWPVFX,2021-07,avg_rating,66.8
B083PWPVFX,2021-07,history_12m_avg_rating,2.9
B083PWPVFX,2021-07,history_6m_avg_rating,8.1
B083PWPVFX,2021-07,history_3m_avg_rating,13.3
B083PWPVFX,2021-07,review_count,89.2
B083PWPVFX,2021-07,history_3m_review_count,86.3
B083PWPVFX,2021-07,history_12m_review_count,81.7
B083PWPVFX,2021-07,history_1m_review_count,80.9
B083TZHG91,2021-07,history_12m_low_rating_ratio,15.6
B083TZHG91,2021-07,history_3m_low_rating_ratio,27.4
B083TZHG91,2021-07,history_6m_low_rating_ratio,15.6
B083TZHG91,2021-07,low_rating_ratio,39.8
B083TZHG91,2021-07,history_3m_vs_6m_low_rating_ratio_delta,76.7
B083TZHG91,2021-07,history_3m_vs_12m_low_rating_ratio_delta,67.4
B083TZHG91,2021-07,avg_rating,30.5
B083TZHG91,2021-07,history_12m_avg_rating,12.4
B083TZHG91,2021-07,history_6m_avg_rating,9.8
B083TZHG91,2021-07,history_3m_avg_rating,18.2
B083TZHG91,2021-07,review_count,32.6
